,Name,Age,Nationality,Preferred Foot,Height,Weight,Position,Overall
5488,R. Wallace,33,Scotland,Left,167.64000000000001,63.9566002304252,RCM,70
5489,P. Alvarado,32,Argentina,Right,180.34,79.83235206067259,RCB,70
5490,A. Micai,24,Italy,Right,185.42000000000002,77.11079460405875,GK,70
5491,H. Veerman,27,Netherlands,Right,200.66,89.81139606825667,ST,70
5492,A. Salvi,30,Italy,Right,182.88,76.20360878518747,RB,70
5493,B. Khuzwayo,28,South Africa,Right,190.5,74.84283005688056,GK,70
5494,R. Loaiza,24,Colombia,Right,180.34,69.85330805308853,CDM,70
5495,Hugo Vieira,29,Portugal,Right,177.8,73.028458419138,ST,70
5496,P. Türpitz,26,Germany,Right,177.8,73.93564423800927,CAM,70
5497,N. Đurđić,32,Serbia,Right,182.88,77.11079460405875,ST,70
5498,K. Overmeire,32,Belgium,Right,187.96,83.91468824559335,CDM,70
5499,H. Campagnaro,38,Argentina,Right,180.34,84.82187406446464,LCB,70
5500,F. Mancinelli,36,Argentina,Right,180.34,79.83235206067259,LCB,70
5501,F. Ondoa,22,Cameroon,Right,185.42000000000002,89.81139606825667,GK,70
5502,G. Ward,23,England,Right,177.8,73.028458419138,RM,70
5503,Campillo,27,Spain,Right,175.26,69.85330805308853,LM,70
5504,E. Bush,32,United States,Right,185.42000000000002,83.00750242672207,GK,70
5505,J. Silbeira,22,Paraguay,Right,185.42000000000002,91.17217479656358,GK,70
5506,F. Jungwirth,29,Germany,Right,180.34,79.83235206067259,CB,70
5507,I. Bel Hassani,25,Morocco,Left,175.26,72.12127260026672,CAM,70
5508,André Santos,29,Portugal,Right,180.34,73.028458419138,RCM,70
5509,B. Johnson,31,England,Left,177.8,68.03893641534596,CM,70
5510,Cotán,22,Spain,Right,175.26,67.13175059647469,CDM,70
5511,Artur Jorge,23,Portugal,Right,185.42000000000002,79.83235206067259,CB,70
5512,T. Malacia,18,Netherlands,Left,170.18,67.13175059647469,LB,70
5513,M. van Buren,25,Netherlands,Left,182.88,73.028458419138,ST,70
5514,Daguinho Parrela,34,Brazil,Right,185.42000000000002,81.19313078897952,RB,70
5515,D. Beasley,36,United States,Left,172.72,68.03893641534596,LB,70
5516,C. Zimmermann,25,Germany,Right,193.04,92.07936061543487,RCB,70
5517,Ademilson,24,Brazil,Right,175.26,73.93564423800927,RS,70
5518,Jorginho,27,Brazil,Right,182.88,64.86378604929648,RM,70
5519,Lee Chung Yong,29,Korea Republic,Right,180.34,68.03893641534596,CAM,70
5520,C. Eiting,20,Netherlands,Left,177.8,76.20360878518747,CM,70
5521,F. Ballas,25,Germany,Right,195.58,96.16169680035563,CB,70
5522,J. Komar,21,Argentina,Right,187.96,82.1003166078508,RCB,70
5523,Y. Gomis,26,Senegal,Right,180.34,76.20360878518747,ST,70
5524,Rodrigo,25,Brazil,Right,175.26,71.21408678139544,RB,70
5525,S. Winnall,27,England,Right,175.26,71.21408678139544,ST,70
5526,T. Delaine,26,France,Left,180.34,69.85330805308853,LB,70
5527,L. Quintana,26,Mexico,Right,177.8,73.93564423800927,LCB,70
5528,Rogério,20,Brazil,Left,177.8,69.85330805308853,LM,70
5529,L. Nielsen,30,Denmark,Right,185.42000000000002,73.93564423800927,RCB,70
5530,D. Batth,27,England,Right,190.5,89.81139606825667,CB,70
5531,J. Giraudon,26,France,Right,182.88,71.21408678139544,RDM,70
5532,Vítor Bruno,28,Portugal,Left,170.18,64.86378604929648,LB,70
5533,K. Watanabe,31,Japan,Right,182.88,77.11079460405875,LS,70
5534,V. Ulloa,26,Mexico,Right,182.88,74.84283005688056,LDM,70
5535,Zhang Linpeng,29,China PR,Right,185.42000000000002,78.01798042293004,LCB,70
5536,T. Eisfeld,25,Germany,Right,177.8,76.20360878518747,CAM,70
5537,J. Cristaldo,29,Argentina,Right,175.26,73.028458419138,RS,70
5538,Bernardo Motinho,26,Brazil,Right,177.8,73.93564423800927,RB,70
5539,C. Walton,22,England,Left,195.58,74.84283005688056,GK,70
5540,Sergi Palencia,22,Spain,Right,170.18,66.2245647776034,RB,70
5541,V. Lampropoulos,28,Greece,Right,185.42000000000002,83.00750242672207,CB,70
5542,L. Tremolada,26,Italy,Left,185.42000000000002,78.01798042293004,CAM,70
5543,M. Pátkai,30,Hungary,Right,172.72,63.9566002304252,CDM,70
5544,F. Al Ansari,31,Kuwait,Right,195.58,73.028458419138,LDM,70
5545,José Semedo,33,Portugal,Right,182.88,77.11079460405875,LDM,70
5546,G. Giakoumakis,23,Greece,Right,185.42000000000002,86.18265279277155,ST,70
5547,M. Leovac,29,Croatia,Left,180.34,71.21408678139544,LB,70
5548,T. Figueroa,26,Argentina,Right,190.5,89.81139606825667,ST,70
5549,Pol Llonch,25,Spain,Right,170.18,69.85330805308853,LCM,70
5550,B. Angulo,28,Colombia,Left,175.26,73.93564423800927,LWB,70
5551,E. Bennett,29,England,Right,175.26,73.028458419138,RM,70
5552,C. Nhamoinesu,32,Zimbabwe,Left,185.42000000000002,78.01798042293004,LB,70
5553,B. Rabello,24,Chile,Right,167.64000000000001,69.85330805308853,LM,70
5554,J. Insaurralde,33,Argentina,Left,187.96,87.08983861164283,LCB,70
5555,A. Bernardini,31,Italy,Right,190.5,73.028458419138,CB,70
5556,J. Walker,25,Scotland,Right,175.26,69.85330805308853,CAM,70
5557,A. Sørloth,22,Norway,Left,193.04,89.81139606825667,ST,70
5558,David Raya,22,Spain,Right,182.88,74.84283005688056,GK,70
5559,M. Cassierra,21,Colombia,Right,182.88,77.11079460405875,ST,70
5560,A. Tchouaméni,18,France,Right,185.42000000000002,76.20360878518747,CM,70
5561,J. Siebatcheu,22,France,Right,190.5,83.91468824559335,ST,70
5562,V. Angban,21,Ivory Coast,Right,180.34,74.84283005688056,CM,70
5563,Edu Expósito,21,Spain,Right,177.8,67.13175059647469,RCM,70
5564,A. Nordin,20,France,Left,170.18,66.2245647776034,LM,70
5565,Rodri,28,Spain,Right,175.26,73.93564423800927,ST,70
5566,M. Pisano,26,Argentina,Left,165.1,60.78144986437572,RW,70
5567,G. Whelan,34,Republic of Ireland,Right,180.34,79.83235206067259,CDM,70
5568,M. Parkhurst,34,United States,Right,180.34,72.12127260026672,RCB,70
5569,J. Zárate,26,Mexico,Left,167.64000000000001,62.14222859268264,LM,70
5570,P. Kanstrup,29,Denmark,Right,187.96,81.19313078897952,RCB,70
5571,G. Scognamiglio,31,Italy,Left,185.42000000000002,78.01798042293004,CB,70
5572,E. Ersoy,21,Turkey,Right,187.96,82.1003166078508,CB,70
5573,L. Licht,37,Argentina,Left,175.26,72.12127260026672,LB,70
5574,Borja Herrera,25,Spain,Left,175.26,69.85330805308853,LB,70
5575,E. Brignola,18,Italy,Left,167.64000000000001,72.12127260026672,CAM,70
5576,M. Maddison,24,England,Left,180.34,71.21408678139544,RM,70
5577,M. Cavion,23,Italy,Right,180.34,73.93564423800927,CM,70
5578,C. Mosquera,27,Colombia,Left,165.1,66.2245647776034,RM,70
5579,R. Gudiño,22,Mexico,Right,195.58,83.91468824559335,GK,70
5580,V. Malcorra,30,Argentina,Left,170.18,73.93564423800927,LDM,70
5581,Milton Menceiros,26,Brazil,Right,182.88,83.91468824559335,LCB,70
5582,Jamiro Monteiro,24,Cape Verde,Right,175.26,72.12127260026672,CM,70
5583,L. Bridcutt,29,Scotland,Right,175.26,76.20360878518747,CDM,70
5584,Luisinho,27,Brazil,Right,175.26,67.13175059647469,LM,70
5585,E. Elmas,18,FYR Macedonia,Right,182.88,73.93564423800927,LDM,70
5586,N. Pérez,18,Argentina,Right,185.42000000000002,76.20360878518747,CB,70
5587,D. Ndlovu,28,South Africa,Left,175.26,74.84283005688056,ST,70
5588,Y. Reyna,24,Peru,Right,170.18,68.03893641534596,CF,70
5589,D. Kownacki,21,Poland,Right,187.96,74.84283005688056,ST,70
5590,H. Faik,26,Netherlands,Left,190.5,78.01798042293004,CM,70
5591,C. Mepham,20,Wales,Right,190.5,74.84283005688056,LCB,70
5592,D. Rudd,27,England,Right,190.5,84.82187406446464,GK,70
5593,Bruno Gallo,30,Brazil,Left,180.34,78.01798042293004,RCM,70
5594,M. Peybernès,27,France,Right,187.96,77.11079460405875,CB,70
5595,D. Böde,31,Hungary,Right,190.5,84.82187406446464,ST,70
5596,T. Schröck,25,Germany,Right,187.96,83.91468824559335,CB,70
5597,I. Brown,21,England,Right,182.88,69.85330805308853,CAM,70
5598,J. Morris,23,United States,Right,182.88,83.91468824559335,ST,70
5599,J. Taravel,31,France,Left,190.5,84.82187406446464,LCB,70
5600,A. Lusamba,21,France,Right,177.8,73.93564423800927,RCM,70
5601,Felipe,30,Brazil,Right,187.96,83.91468824559335,LCB,70
5602,Z. Touré,28,Senegal,Right,182.88,78.92516624180132,RCB,70
5603,I. Hajrović,26,Bosnia Herzegovina,Left,177.8,72.12127260026672,RM,70
5604,T. Kempe,29,Germany,Right,182.88,77.11079460405875,RDM,70
5605,V. Giraldo,32,Colombia,Right,177.8,73.93564423800927,RB,70
5606,A. Wooten,28,United States,Right,185.42000000000002,84.82187406446464,LS,70
5607,U. Đurđević,24,Serbia,Right,182.88,82.1003166078508,ST,70
5608,A. Bastía,39,Argentina,Right,177.8,73.93564423800927,CDM,70
5609,S. Allagui,32,Tunisia,Right,177.8,77.11079460405875,ST,70
5610,M. Müller,24,Germany,Right,193.04,89.81139606825667,GK,70
5611,P. Galdames,21,Chile,Right,175.26,68.03893641534596,CM,70
5612,O. Benítez,25,Argentina,Right,182.88,83.91468824559335,RW,70
5613,E. Löwen,21,Germany,Right,187.96,91.17217479656358,CDM,70
5614,A. Fathi,33,Egypt,Right,175.26,76.20360878518747,RB,70
5615,I. Sylla,27,Guinea,Left,185.42000000000002,73.028458419138,ST,70
5616,A. Tziolis,33,Greece,Right,190.5,89.81139606825667,CB,70
5617,J. Une Larsson,24,Sweden,Right,180.34,73.93564423800927,RB,70
5618,Pedro Pinto,23,Portugal,Right,187.96,78.01798042293004,CB,70
5619,G. Hairemans,26,Belgium,Left,182.88,76.20360878518747,CAM,70
5620,E. Oztumer,27,England,Left,160.02,59.87426404550445,CAM,70
5621,S. Mugoša,26,Montenegro,Right,187.96,79.83235206067259,ST,70
5622,O. Oularé,22,Belgium,Right,195.58,98.88325425696947,ST,70
5623,T. Sparv,31,Finland,Left,193.04,83.91468824559335,CM,70
5624,Matheus,26,Brazil,Left,193.04,87.99702443051412,CB,70
5625,M. Jurman,28,Australia,Left,190.5,87.08983861164283,LCB,70
5626,F. Malbašić,25,Serbia,Right,182.88,78.92516624180132,RS,70
5627,N. Domínguez,20,Argentina,Right,177.8,73.028458419138,LCM,70
5628,J. Ramaré,34,France,Right,180.34,73.93564423800927,RDM,70
5629,Yang Han Been,26,Korea Republic,Right,195.58,89.81139606825667,GK,70
5630,S. Magnasco,25,Chile,Right,175.26,72.12127260026672,RB,70
5631,L. Mancuso,26,Italy,Right,182.88,77.11079460405875,LW,70
5632,Nuno André Coelho,32,Portugal,Right,193.04,82.1003166078508,CB,70
5633,E. Ambrose,29,Nigeria,Right,190.5,69.85330805308853,RCB,70
5634,S. Kitsiou,24,Greece,Right,172.72,69.85330805308853,RB,70
5635,Eltson Marques,26,Brazil,Right,187.96,87.99702443051412,CB,70
5636,C. De Norre,21,Belgium,Right,175.26,72.12127260026672,LM,70
5637,Eloi Amagat,33,Spain,Right,182.88,72.12127260026672,CM,70
5638,R. Abdullah,24,Comoros,Right,180.34,74.84283005688056,CDM,69
5639,M. Ordóñez,28,Colombia,Left,180.34,74.84283005688056,RCM,69
5640,L. Robertone,21,Argentina,Right,172.72,69.85330805308853,CAM,69
5641,I. Mathew,21,Nigeria,Right,172.72,69.85330805308853,RCM,69
5642,P. Velthuizen,31,Netherlands,Right,187.96,87.99702443051412,GK,69
5643,K. Erasmus,27,South Africa,Right,167.64000000000001,63.049414411553926,ST,69
5644,K. Mokotjo,27,South Africa,Right,175.26,72.12127260026672,RDM,69
5645,C. Guzmán,24,Mexico,Right,177.8,69.85330805308853,RB,69
5646,A. Fink,30,Germany,Right,175.26,73.93564423800927,RS,69
5647,D. Łukasik,27,Poland,Right,177.8,73.028458419138,CDM,69
5648,J. Chunga,26,Colombia,Right,180.34,79.83235206067259,GK,69
5649,C. Lombardi,22,Italy,Right,180.34,74.84283005688056,LW,69
5650,E. Hackman,23,Ghana,Right,187.96,76.20360878518747,RB,69
5651,Aleix Febas,22,Spain,Right,172.72,63.9566002304252,RDM,69
5652,A. Isak,18,Sweden,Right,190.5,73.93564423800927,ST,69
5653,R. Munsy,28,DR Congo,Right,187.96,89.81139606825667,ST,69
5654,E. Hussain,25,Norway,Left,175.26,68.94612223421724,RCM,69
5655,Magno,30,Brazil,Right,177.8,77.11079460405875,ST,69
5656,N. Bodurov,32,Bulgaria,Right,180.34,73.93564423800927,LCB,69
5657,Álvaro Peña,26,Spain,Right,177.8,68.94612223421724,CAM,69
5658,B. Riveros,20,Paraguay,Left,177.8,68.03893641534596,LB,69
5659,J. Villota,26,Colombia,Right,170.18,68.94612223421724,CAM,69
5660,V. Fındıklı,27,Turkey,Right,190.5,83.91468824559335,CDM,69
5661,L. Chambers,32,England,Right,185.42000000000002,87.08983861164283,RCB,69
5662,D. Batallini,22,Argentina,Left,175.26,73.93564423800927,RW,69
5663,Z. Zlámal,32,Czech Republic,Right,193.04,92.07936061543487,GK,69
5664,D. Odoi,30,Belgium,Right,177.8,72.12127260026672,RCB,69
5665,Juanjo,30,Spain,Right,175.26,67.13175059647469,RCM,69
5666,M. Jahfali,27,Saudi Arabia,Right,185.42000000000002,69.85330805308853,CB,69
5667,M. Bunn,33,England,Right,182.88,77.11079460405875,GK,69
5668,David Batanero,29,Spain,Left,185.42000000000002,79.83235206067259,LCM,69
5669,M. Lukač,32,Serbia,Right,198.12,89.81139606825667,GK,69
5670,M. Wilson,30,Republic of Ireland,Right,187.96,79.83235206067259,CB,69
5671,A. Jansen,29,Netherlands,Right,185.42000000000002,77.11079460405875,ST,69
5672,A. Sobiech,28,Poland,Right,185.42000000000002,81.19313078897952,ST,69
5673,L. Manyama,27,South Africa,Left,180.34,74.84283005688056,CAM,69
5674,S. Morison,34,Wales,Right,187.96,84.82187406446464,RS,69
5675,A. Sepúlveda,27,Mexico,Right,180.34,74.84283005688056,RM,69
5676,R. Murawski,24,Poland,Right,172.72,68.03893641534596,RCM,69
5677,Pinillos,25,Spain,Left,182.88,73.93564423800927,LB,69
5678,P. Celeban,33,Poland,Right,180.34,76.20360878518747,RCB,69
5679,J. Williams,21,England,Right,177.8,66.2245647776034,RDM,69
5680,N. Fernández,22,Argentina,Right,165.1,66.2245647776034,ST,69
5681,S. Taniguchi,26,Japan,Right,182.88,73.028458419138,LCB,69
5682,A. Bogdán,30,Hungary,Right,193.04,92.07936061543487,GK,69
5683,M. Ritter,23,Germany,Right,172.72,72.12127260026672,CAM,69
5684,L. Ridgewell,33,England,Left,187.96,78.92516624180132,CB,69
5685,C. Labrín,27,Chile,Right,180.34,81.19313078897952,RCB,69
5686,S. Eduok,24,Nigeria,Left,175.26,82.1003166078508,RM,69
5687,J. Buijs,29,Netherlands,Right,182.88,79.83235206067259,CB,69
5688,M. Olsson,30,Sweden,Left,180.34,68.03893641534596,LB,69
5689,M. Murillo,24,Colombia,Right,182.88,79.83235206067259,ST,69
5690,A. Spörle,22,Argentina,Left,185.42000000000002,76.20360878518747,LB,69
5691,J. Rodríguez,33,Uruguay,Left,172.72,64.86378604929648,CAM,69
5692,B. Halimi,23,Kosovo,Left,170.18,68.03893641534596,CM,69
5693,O. Ruisalvo,26,Paraguay,Left,165.1,68.03893641534596,LM,69
5694,K. Mac Allister,20,Argentina,Right,175.26,72.12127260026672,LB,69
5695,V. Rüfli,30,Switzerland,Right,180.34,74.84283005688056,RB,69
5696,A. Aseri,24,Saudi Arabia,Left,167.64000000000001,63.9566002304252,CAM,69
5697,J. Greguš,27,Slovakia,Right,187.96,78.92516624180132,CM,69
5698,D. Ward,27,England,Left,180.34,72.12127260026672,ST,69
5699,F. Hartherz,25,Germany,Left,187.96,83.00750242672207,LB,69
5700,Allan,21,Brazil,Left,172.72,69.85330805308853,CM,69
5701,Luis Felipe,22,United States,Left,185.42000000000002,74.84283005688056,CDM,69
5702,F. Kiss,27,Slovakia,Right,185.42000000000002,74.84283005688056,RDM,69
5703,U. Ceylan,32,Turkey,Left,193.04,84.82187406446464,GK,69
5704,P. Filipović,27,Germany,Left,187.96,83.00750242672207,CB,69
5705,Cifu,27,Spain,Right,175.26,66.2245647776034,RWB,69
5706,F. Álvarez,25,Argentina,Right,182.88,69.85330805308853,CAM,69
5707,Caio Tafarell,26,Brazil,Right,182.88,76.20360878518747,CDM,69
5708,E. Eze,20,England,Right,172.72,67.13175059647469,CAM,69
5709,A. Balzano,32,Italy,Right,175.26,73.93564423800927,RB,69
5710,J. Olsson,35,Sweden,Left,193.04,83.91468824559335,RCB,69
5711,J. Lefort,24,France,Left,182.88,83.00750242672207,LB,69
5712,I. Höhn,26,Germany,Right,182.88,72.12127260026672,CB,69
5713,J. Gyau,25,United States,Left,175.26,74.84283005688056,LM,69
5714,M. Al Sahlawi,31,Saudi Arabia,Right,177.8,73.93564423800927,ST,69
5715,Alberto,25,Spain,Right,185.42000000000002,78.01798042293004,LCB,69
5716,Luciano Cacheira,34,Brazil,Right,180.34,74.84283005688056,GK,69
5717,M. Gaus,28,Germany,Left,182.88,79.83235206067259,LB,69
5718,C. Lampe,31,Bolivia,Right,193.04,86.18265279277155,GK,69
5719,A. Vellios,26,Greece,Right,190.5,78.01798042293004,ST,69
5720,J. Sánchez,20,Mexico,Right,175.26,71.21408678139544,LB,69
5721,F. Fielding,30,England,Right,185.42000000000002,76.20360878518747,GK,69
5722,N. Theuerkauf,31,Germany,Left,182.88,79.83235206067259,LB,69
5723,M. Sadlok,29,Poland,Left,185.42000000000002,79.83235206067259,LCB,69
5724,H. Olvera,28,Mexico,Left,175.26,68.94612223421724,LB,69
5725,S. Mosquera,24,Colombia,Right,185.42000000000002,77.11079460405875,CB,69
5726,V. Kalitvintsev,25,Ukraine,Left,177.8,68.03893641534596,RM,69
5727,S. Papagiannopoulos,27,Sweden,Right,190.5,87.08983861164283,CB,69
5728,I. Pettersson,21,Sweden,Left,180.34,79.83235206067259,GK,69
5729,C. Evans,27,Northern Ireland,Right,180.34,68.94612223421724,CDM,69
5730,A. Richards,27,Wales,Right,175.26,74.84283005688056,RB,69
5731,S. Dursun,26,Germany,Right,190.5,79.83235206067259,ST,69
5732,R. Leipertz,25,Germany,Left,182.88,82.1003166078508,RM,69
5733,R. Pasveer,34,Netherlands,Right,187.96,91.17217479656358,GK,69
5734,D. Daube,28,Germany,Right,185.42000000000002,83.00750242672207,CM,69
5735,Iñaki Astiz,34,Spain,Right,182.88,77.11079460405875,CB,69
5736,S. Bigalke,28,Germany,Right,167.64000000000001,59.87426404550445,LM,69
5737,M. Silvestri,27,Italy,Right,190.5,79.83235206067259,GK,69
5738,S. Muwashar,29,Saudi Arabia,Right,175.26,63.9566002304252,LM,69
5739,A. Powell,23,Jamaica,Right,182.88,74.84283005688056,RB,69
5740,P. Kirkevold,27,Norway,Left,185.42000000000002,89.81139606825667,LS,69
5741,S. Roudet,37,France,Left,175.26,71.21408678139544,CAM,69
5742,S. Gonther,31,Germany,Right,185.42000000000002,87.99702443051412,CB,69
5743,I. Ghaleb,27,Saudi Arabia,Right,175.26,76.20360878518747,RDM,69
5744,P. Sotiriou,25,Cyprus,Right,185.42000000000002,81.19313078897952,LS,69
5745,W. Faes,20,Belgium,Right,185.42000000000002,81.19313078897952,CB,69
5746,S. Tecl,27,Czech Republic,Right,180.34,82.1003166078508,ST,69
5747,M. Guanini,22,Argentina,Right,190.5,86.18265279277155,CB,69
5748,J. Brix-Damborg,32,Denmark,Right,182.88,77.11079460405875,RCM,69
5749,M. de los Santos,25,Uruguay,Right,182.88,83.00750242672207,CB,69
5750,F. Andrada,24,Argentina,Right,180.34,76.20360878518747,ST,69
5751,Z. Youssouf,18,France,Left,182.88,81.19313078897952,CM,69
5752,S. Ciss,29,Senegal,Left,172.72,68.94612223421724,LB,69
5753,S. Mockenhaupt,26,Germany,Right,187.96,83.91468824559335,RCB,69
5754,N. Cozza,19,France,Left,177.8,72.12127260026672,CB,69
5755,M. Valoti,24,Italy,Right,187.96,73.028458419138,CM,69
5756,Y. Salmier,25,France,Right,187.96,84.82187406446464,LCB,69
5757,C. Benschop,28,Curacao,Right,190.5,89.81139606825667,ST,69
5758,Gégé,30,Cape Verde,Right,182.88,83.00750242672207,LCB,69
5759,L. Morosini,22,Italy,Right,175.26,69.85330805308853,CAM,69
5760,Sandeiro Leal,30,Brazil,Right,187.96,76.20360878518747,CAM,69
5761,M. Pongračić,20,Croatia,Right,187.96,84.82187406446464,CB,69
5762,L. Ibáñez,29,Argentina,Left,170.18,73.028458419138,LB,69
5763,M. O'Halloran,27,Scotland,Right,180.34,78.92516624180132,RW,69
5764,M. van Duinen,26,Netherlands,Right,185.42000000000002,74.84283005688056,ST,69
5765,R. Zwinkels,35,Netherlands,Right,185.42000000000002,79.83235206067259,GK,69
5766,F. Mazzeo,34,Italy,Left,177.8,77.11079460405875,LS,69
5767,C. Auzqui,27,Argentina,Right,180.34,73.93564423800927,RM,69
5768,J. Quintero,23,Colombia,Right,182.88,78.92516624180132,CB,69
5769,B. Watson,32,England,Right,180.34,79.83235206067259,CDM,69
5770,Gustavo Cascardo,21,Brazil,Right,175.26,66.2245647776034,RB,69
5771,T. Bradshaw,25,Wales,Right,177.8,71.21408678139544,ST,69
5772,J. Pelupessy,25,Netherlands,Right,172.72,63.049414411553926,RDM,69
5773,J. Fojut,30,Poland,Right,187.96,83.00750242672207,CB,69
5774,M. Brighi,37,Italy,Right,177.8,77.11079460405875,CM,69
5775,L. Boussaha,30,France,Right,177.8,77.11079460405875,ST,69
5776,D. Bomheuer,27,Germany,Right,193.04,86.18265279277155,RCB,69
5777,B. Sangaré,32,Ivory Coast,Right,180.34,78.01798042293004,GK,69
5778,Y. Cabral,26,Argentina,Right,187.96,84.82187406446464,LCB,69
5779,S. Breitkreuz,26,Germany,Right,187.96,87.99702443051412,CB,69
5780,K. Rowe,26,United States,Right,172.72,69.85330805308853,RM,69
5781,Roldão Riso,26,Brazil,Right,177.8,78.01798042293004,CDM,69
5782,C. Rizzuto,26,Germany,Right,170.18,73.028458419138,RWB,69
5783,D. van Mieghem,28,Netherlands,Left,170.18,68.03893641534596,RS,69
5784,A. El Messaoudi,22,Morocco,Right,182.88,79.83235206067259,LCM,69
5785,Y. Cabrera,27,Colombia,Left,167.64000000000001,59.87426404550445,RAM,69
5786,S. Ay,26,Turkey,Right,182.88,79.83235206067259,CB,69
5787,A. Gojak,21,Bosnia Herzegovina,Right,182.88,78.01798042293004,LDM,69
5788,L. Gülen,24,Switzerland,Right,185.42000000000002,77.11079460405875,CB,69
5789,N. Eliasson,22,Sweden,Left,177.8,72.12127260026672,RM,69
5790,Y. Komai,26,Japan,Right,167.64000000000001,63.9566002304252,RM,69
5791,S. Marinos,30,Greece,Right,177.8,72.12127260026672,RB,69
5792,D. Verhulst,30,Belgium,Right,193.04,94.8009180720487,GK,69
5793,Núrio,23,Angola,Left,177.8,73.028458419138,LB,69
5794,S. Sparagna,23,France,Right,185.42000000000002,82.1003166078508,CB,69
5795,H. Halldórsson,34,Iceland,Right,193.04,87.99702443051412,GK,69
5796,M. Prietl,26,Austria,Right,187.96,78.92516624180132,RDM,69
5797,Nono,27,Spain,Right,170.18,63.049414411553926,LM,69
5798,J. Berget,27,Norway,Right,185.42000000000002,81.19313078897952,ST,69
5799,M. Jacobs,26,England,Right,175.26,73.93564423800927,LM,69
5800,J. Brillante,25,Australia,Right,177.8,73.028458419138,RCM,69
5801,P. van Anholt,27,Netherlands,Right,170.18,69.85330805308853,RB,69
5802,P. Ziereis,25,Germany,Right,187.96,82.1003166078508,RCB,69
5803,R. Bezjak,29,Slovenia,Right,177.8,69.85330805308853,ST,69
5804,A. Vega,20,Mexico,Right,172.72,77.11079460405875,RS,69
5805,S. Bentivoglio,33,Italy,Right,182.88,74.84283005688056,CDM,69
5806,Juan Muñoz,22,Spain,Right,182.88,76.20360878518747,ST,69
5807,Linares,35,Spain,Right,180.34,78.01798042293004,ST,69
5808,S. De Petter,32,Belgium,Left,182.88,74.84283005688056,CB,69
5809,Renatao Baumer,34,Brazil,Left,177.8,76.20360878518747,LB,69
5810,A. Ivan,21,Romania,Right,187.96,81.19313078897952,LM,69
5811,I. Šunjić,21,Croatia,Right,182.88,74.84283005688056,CDM,69
5812,S. Andrist,30,Switzerland,Right,175.26,71.21408678139544,RM,69
5813,Q. Cornette,24,France,Right,172.72,74.84283005688056,RM,69
5814,Carvamelinho,34,Brazil,Right,177.8,74.84283005688056,RB,69
5815,R. Oudin,21,France,Left,185.42000000000002,78.92516624180132,RM,69
5816,C. Stengs,19,Netherlands,Left,187.96,68.03893641534596,RW,69
5817,I. González,33,Mexico,Left,182.88,83.91468824559335,CB,69
5818,S. Dallas,27,Northern Ireland,Right,182.88,81.19313078897952,LM,69
5819,S. Walsh,23,Netherlands,Right,180.34,73.028458419138,RDM,69
5820,U. Radaković,24,Serbia,Right,193.04,88.90421024938539,LCB,69
5821,P. Schobesberger,24,Austria,Right,175.26,63.9566002304252,LM,69
5822,Jaimosa Cavaco,30,Brazil,Right,167.64000000000001,59.87426404550445,RB,69
5823,M. Turner,24,United States,Right,190.5,78.92516624180132,GK,69
5824,Alfaro,31,Spain,Right,175.26,73.028458419138,RM,69
5825,M. Havel,23,Czech Republic,Right,182.88,78.01798042293004,LB,69
5826,J. Hegeler,30,Germany,Right,193.04,86.18265279277155,CB,69
5827,M. Fares,22,Algeria,Left,182.88,74.84283005688056,LM,69
5828,C. Techera,26,Uruguay,Left,157.48,68.03893641534596,RM,69
5829,F. Tomori,20,England,Right,185.42000000000002,74.84283005688056,LCB,69
5830,H. Takahashi,30,Japan,Right,182.88,74.84283005688056,RDM,69
5831,A. Rivas,33,Colombia,Right,180.34,73.028458419138,CDM,69
5832,J. Mosquera,28,Colombia,Left,185.42000000000002,78.01798042293004,LM,69
5833,A. Linde,24,Sweden,Right,195.58,92.98654643430615,GK,69
5834,C. Bonilla,25,Colombia,Right,187.96,79.83235206067259,GK,69
5835,Diego Capel,30,Spain,Left,172.72,67.13175059647469,LM,69
5836,Leandrinho,24,Brazil,Right,177.8,69.85330805308853,CAM,69
5837,Susaeta,33,Spain,Right,177.8,73.93564423800927,RM,69
5838,M. Zimmermann,26,Germany,Right,177.8,76.20360878518747,RB,69
5839,E. Demir,28,Sweden,Left,177.8,69.85330805308853,LB,69
5840,Marco Sangalli,26,Spain,Right,177.8,66.2245647776034,RM,69
5841,T. Hayashi,35,Japan,Right,187.96,87.08983861164283,GK,69
5842,R. Bormuth,22,Germany,Right,190.5,87.08983861164283,RCB,69
5843,E. Hernández,31,Mexico,Left,165.1,72.12127260026672,LB,69
5844,B. Martella,25,Italy,Left,182.88,78.01798042293004,LM,69
5845,E. Oikonomou,30,Greece,Left,185.42000000000002,87.99702443051412,CB,69
5846,L. Choutesiotis,23,Greece,Right,185.42000000000002,86.18265279277155,GK,69
5847,J. Blaswich,27,Germany,Right,193.04,87.99702443051412,GK,69
5848,J. Huth,24,Germany,Right,185.42000000000002,79.83235206067259,GK,69
5849,I. Sackey,24,Ghana,Right,190.5,87.99702443051412,RDM,69
5850,Jang Hyeon Soo,26,Korea Republic,Right,187.96,77.11079460405875,RCB,69
5851,A. Rosati,35,Italy,Right,195.58,81.19313078897952,GK,69
5852,J. Cabrera,26,Uruguay,Right,167.64000000000001,63.049414411553926,RW,69
